City,Mean underproduction (by APN),Units built to units claimed ratio on matched sites (by APN),RHNA Success (by APN),Units permitted / claimed capacity (by APN),P(inventory) for homes built (by APN),P(inventory) for projects built (by APN),P(dev) for nonvacant sites (by APN),P(dev) for vacant sites (by APN),P(dev) for inventory (by APN),# nonvacant matches (by APN),# vacant matches (by APN),# matches (by APN),Mean underproduction (by conservative geomatching),Units built to units claimed ratio on matched sites (by conservative geomatching),RHNA Success (by conservative geomatching),Units permitted / claimed capacity (by conservative geomatching),P(inventory) for homes built (by conservative geomatching),P(inventory) for projects built (by conservative geomatching),P(dev) for nonvacant sites (by conservative geomatching),P(dev) for vacant sites (by conservative geomatching),P(dev) for inventory (by conservative geomatching),# nonvacant matches (by conservative geomatching),# vacant matches (by conservative geomatching),# matches (by conservative geomatching),Mean underproduction,Units built to units claimed ratio on matched sites,RHNA Success,Units permitted / claimed capacity,P(inventory) for homes built,P(inventory) for projects built,P(dev) for nonvacant sites,P(dev) for vacant sites,P(dev) for inventory,# nonvacant matches,# vacant matches,# matches,Mean underproduction (by APN or conservative geomatching),Units built to units claimed ratio on matched sites (by APN or conservative geomatching),RHNA Success (by APN or conservative geomatching),Units permitted / claimed capacity (by APN or conservative geomatching),P(inventory) for homes built (by APN or conservative geomatching),P(inventory) for projects built (by APN or conservative geomatching),P(dev) for nonvacant sites (by APN or conservative geomatching),P(dev) for vacant sites (by APN or conservative geomatching),P(dev) for inventory (by APN or conservative geomatching),# nonvacant matches (by APN or conservative geomatching),# vacant matches (by APN or conservative geomatching),# matches (by APN or conservative geomatching),Mean underproduction (by APN or lenient geomatching),Units built to units claimed ratio on matched sites (by APN or lenient geomatching),RHNA Success (by APN or lenient geomatching),Units permitted / claimed capacity (by APN or lenient geomatching),P(inventory) for homes built (by APN or lenient geomatching),P(inventory) for projects built (by APN or lenient geomatching),P(dev) for nonvacant sites (by APN or lenient geomatching),P(dev) for vacant sites (by APN or lenient geomatching),P(dev) for inventory (by APN or lenient geomatching),# nonvacant matches (by APN or lenient geomatching),# vacant matches (by APN or lenient geomatching),# matches (by APN or lenient geomatching)
Santa Rosa,0.1,0.1,0.32461144993114305,1.0891089108910892,0.0006060606060606061,0.0008748906386701663,,,0.029411764705882353,0 / 0,0 / 0,1 / 34,,,0.32461144993114305,1.0891089108910892,0.0,0.0,,,0.0,0 / 0,0 / 0,0 / 34,,,0.32461144993114305,1.0891089108910892,0.0,0.0,,,0.0,0 / 0,0 / 0,0 / 34,0.1,0.1,0.32461144993114305,1.0891089108910892,0.0006060606060606061,0.0008748906386701663,,,0.029411764705882353,0 / 0,0 / 0,1 / 34,0.1,0.1,0.32461144993114305,1.0891089108910892,0.0006060606060606061,0.0008748906386701663,,,0.029411764705882353,0 / 0,0 / 0,1 / 34
Saratoga,,,0.18906605922551253,0.3074074074074074,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14,,,0.18906605922551253,0.3074074074074074,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14,,,0.18906605922551253,0.3074074074074074,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14,,,0.18906605922551253,0.3074074074074074,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14,,,0.18906605922551253,0.3074074074074074,0.0,0.0,0.0,,0.0,0 / 8,0 / 0,0 / 14
Sausalito,,,0.25316455696202533,0.11173184357541899,0.0,0.0,0.0,0.0,0.0,0 / 60,0 / 27,0 / 87,,,0.25316455696202533,0.11173184357541899,0.0,0.0,0.0,0.0,0.0,0 / 60,0 / 27,0 / 87,0.5,0.5,0.25316455696202533,0.11173184357541899,0.05,0.047619047619047616,0.0,0.0,0.011494252873563218,0 / 60,0 / 27,1 / 87,,,0.25316455696202533,0.11173184357541899,0.0,0.0,0.0,0.0,0.0,0 / 60,0 / 27,0 / 87,0.5,0.5,0.25316455696202533,0.11173184357541899,0.05,0.047619047619047616,0.0,0.0,0.011494252873563218,0 / 60,0 / 27,1 / 87
Sebastopol,0.75,0.6666666666666666,0.225,0.08681672025723473,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49,0.75,0.6666666666666666,0.225,0.08681672025723473,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49,0.75,0.6666666666666666,0.225,0.08681672025723473,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49,0.75,0.6666666666666666,0.225,0.08681672025723473,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49,0.75,0.6666666666666666,0.225,0.08681672025723473,0.07407407407407407,0.07142857142857142,,0.044444444444444446,0.04081632653061224,0 / 0,2 / 45,2 / 49
Sonoma,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23,0.10256410256410256,0.10256410256410256,0.8102189781021898,0.14415584415584415,0.036036036036036036,0.043478260869565216,0.0,0.2,0.043478260869565216,0 / 13,1 / 5,1 / 23
South San Francisco,6.1351492297817725,4.310344827586207,0.5815450643776824,0.5002307337332718,0.3459409594095941,0.09523809523809523,0.12,0.1,0.11428571428571428,3 / 25,1 / 10,4 / 35,7.228899229781772,5.436781609195402,0.5815450643776824,0.5002307337332718,0.43634686346863466,0.12698412698412698,0.12,0.1,0.11428571428571428,3 / 25,1 / 10,4 / 35,5.787664838370872,3.618320610687023,0.5815450643776824,0.5002307337332718,0.43726937269372695,0.14285714285714285,0.12,0.1,0.14285714285714285,3 / 25,1 / 10,5 / 35,7.228899229781772,5.436781609195402,0.5815450643776824,0.5002307337332718,0.43634686346863466,0.12698412698412698,0.12,0.1,0.11428571428571428,3 / 25,1 / 10,4 / 35,5.787664838370872,3.618320610687023,0.5815450643776824,0.5002307337332718,0.43726937269372695,0.14285714285714285,0.12,0.1,0.14285714285714285,3 / 25,1 / 10,5 / 35
Suisun City,,,0.16435643564356436,0.2213923712990131,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36,,,0.16435643564356436,0.2213923712990131,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36,,,0.16435643564356436,0.2213923712990131,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36,,,0.16435643564356436,0.2213923712990131,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36,,,0.16435643564356436,0.2213923712990131,0.0,0.0,0.0,0.0,0.0,0 / 1,0 / 31,0 / 36
Sunnyvale,1.0010057092665787,0.7323568575233023,0.46129860601614087,0.07737509229633276,0.21868787276341947,0.008187134502923977,0.02054794520547945,0.0,0.02,6 / 292,0 / 5,6 / 300,0.750873884934055,0.8096280087527352,0.46129860601614087,0.07737509229633276,0.441351888667992,0.22456140350877193,0.06506849315068493,0.0,0.06333333333333334,19 / 292,0 / 5,19 / 300,0.750873884934055,0.8096280087527352,0.46129860601614087,0.07737509229633276,0.441351888667992,0.22456140350877193,0.06506849315068493,0.0,0.06333333333333334,19 / 292,0 / 5,19 / 300,0.750873884934055,0.8096280087527352,0.46129860601614087,0.07737509229633276,0.441351888667992,0.22456140350877193,0.06506849315068493,0.0,0.06333333333333334,19 / 292,0 / 5,19 / 300,0.750873884934055,0.8096280087527352,0.46129860601614087,0.07737509229633276,0.441351888667992,0.22456140350877193,0.06506849315068493,0.0,0.06333333333333334,19 / 292,0 / 5,19 / 300
Tiburon,,,0.24358974358974358,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5,,,0.24358974358974358,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5,,,0.24358974358974358,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5,,,0.24358974358974358,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5,,,0.24358974358974358,0.3877551020408163,0.0,0.0,0.0,0.0,0.0,0 / 3,0 / 2,0 / 5
Union City,,,0.38517179023508136,0.4298688193743693,0.0,0.0,0.0,0.0,0.0,0 / 6,0 / 15,0 / 35,0.8,0.6521739130434783,0.38517179023508136,0.4298688193743693,0.07042253521126761,0.019230769230769232,0.16666666666666666,0.06666666666666667,0.05714285714285714,1 / 6,1 / 15,2 / 35,0.8,0.6521739130434783,0.38517179023508136,0.4298688193743693,0.07042253521126761,0.019230769230769232,0.16666666666666666,0.06666666666666667,0.05714285714285714,1 / 6,1 / 15,2 / 35,0.8,0.6521739130434783,0.38517179023508136,0.4298688193743693,0.07042253521126761,0.019230769230769232,0.16666666666666666,0.06666666666666667,0.05714285714285714,1 / 6,1 / 15,2 / 35,0.8,0.6521739130434783,0.38517179023508136,0.4298688193743693,0.07042253521126761,0.019230769230769232,0.16666666666666666,0.06666666666666667,0.05714285714285714,1 / 6,1 / 15,2 / 35
Vacaville,2.689655172413793,2.689655172413793,1.5156826568265682,0.30857241591730333,0.04747413268411443,0.0012763241863433313,0.0,0.014285714285714285,0.007692307692307693,0 / 44,1 / 70,1 / 130,0.659258623344033,0.48928571428571427,1.5156826568265682,0.30857241591730333,0.310407790626902,0.27696234843650286,0.0,0.11428571428571428,0.07692307692307693,0 / 44,8 / 70,10 / 130,0.6644453453357342,0.5011904761904762,1.5156826568265682,0.30857241591730333,0.31953743152769326,0.2865347798340779,0.0,0.11428571428571428,0.07692307692307693,0 / 44,8 / 70,10 / 130,0.659258623344033,0.48928571428571427,1.5156826568265682,0.30857241591730333,0.310407790626902,0.27696234843650286,0.0,0.11428571428571428,0.07692307692307693,0 / 44,8 / 70,10 / 130,0.6644453453357342,0.5011904761904762,1.5156826568265682,0.30857241591730333,0.31953743152769326,0.2865347798340779,0.0,0.11428571428571428,0.07692307692307693,0 / 44,8 / 70,10 / 130
Vallejo,0.875,0.8,0.17914831130690162,0.09434071691212008,0.01639344262295082,0.017777777777777778,,0.006666666666666667,0.006622516556291391,0 / 0,2 / 300,2 / 302,0.875,0.8,0.17914831130690162,0.09434071691212008,0.01639344262295082,0.017777777777777778,,0.006666666666666667,0.006622516556291391,0 / 0,2 / 300,2 / 302,1.25,1.0,0.17914831130690162,0.09434071691212008,0.02459016393442623,0.022222222222222223,,0.006666666666666667,0.009933774834437087,0 / 0,2 / 300,3 / 302,0.875,0.8,0.17914831130690162,0.09434071691212008,0.01639344262295082,0.017777777777777778,,0.006666666666666667,0.006622516556291391,0 / 0,2 / 300,2 / 302,1.25,1.0,0.17914831130690162,0.09434071691212008,0.02459016393442623,0.022222222222222223,,0.006666666666666667,0.009933774834437087,0 / 0,2 / 300,3 / 302
Walnut Creek,,,0.5342281879194631,0.779373368146214,0.0,0.0,0.0,0.0,0.0,0 / 121,0 / 2,0 / 124,1.4235294117647057,1.380952380952381,0.5342281879194631,0.779373368146214,0.048576214405360134,0.00881057268722467,0.008264462809917356,0.5,0.016129032258064516,1 / 121,1 / 2,2 / 124,1.4235294117647057,1.380952380952381,0.5342281879194631,0.779373368146214,0.048576214405360134,0.00881057268722467,0.008264462809917356,0.5,0.016129032258064516,1 / 121,1 / 2,2 / 124,1.4235294117647057,1.380952380952381,0.5342281879194631,0.779373368146214,0.048576214405360134,0.00881057268722467,0.008264462809917356,0.5,0.016129032258064516,1 / 121,1 / 2,2 / 124,1.4235294117647057,1.380952380952381,0.5342281879194631,0.779373368146214,0.048576214405360134,0.00881057268722467,0.008264462809917356,0.5,0.016129032258064516,1 / 121,1 / 2,2 / 124
Windsor,,,0.42954545454545456,0.15278900565885206,0.026455026455026454,0.08064516129032258,0.0,0.0,0.09803921568627451,0 / 3,0 / 4,5 / 51,,,0.42954545454545456,0.15278900565885206,0.09523809523809523,0.2903225806451613,0.0,0.0,0.19607843137254902,0 / 3,0 / 4,10 / 51,,,0.42954545454545456,0.15278900565885206,0.09523809523809523,0.2903225806451613,0.0,0.0,0.19607843137254902,0 / 3,0 / 4,10 / 51,,,0.42954545454545456,0.15278900565885206,0.09523809523809523,0.2903225806451613,0.0,0.0,0.19607843137254902,0 / 3,0 / 4,10 / 51,,,0.42954545454545456,0.15278900565885206,0.09523809523809523,0.2903225806451613,0.0,0.0,0.19607843137254902,0 / 3,0 / 4,10 / 51
Woodside,,,1.0483870967741935,0.23897058823529413,0.1076923076923077,0.10606060606060606,,0.022556390977443608,0.022556390977443608,0 / 0,6 / 266,6 / 266,,,1.0483870967741935,0.23897058823529413,0.046153846153846156,0.045454545454545456,,0.011278195488721804,0.011278195488721804,0 / 0,3 / 266,3 / 266,,,1.0483870967741935,0.23897058823529413,0.06153846153846154,0.06060606060606061,,0.011278195488721804,0.015037593984962405,0 / 0,3 / 266,4 / 266,,,1.0483870967741935,0.23897058823529413,0.12307692307692308,0.12121212121212122,,0.02631578947368421,0.02631578947368421,0 / 0,7 / 266,7 / 266,,,1.0483870967741935,0.23897058823529413,0.12307692307692308,0.12121212121212122,,0.02631578947368421,0.02631578947368421,0 / 0,7 / 266,7 / 266
Yountville,0.5,0.5,0.5882352941176471,0.14084507042253522,0.1,0.1,0.0,0.1111111111111111,0.07142857142857142,0 / 5,1 / 9,1 / 14,,,0.5882352941176471,0.14084507042253522,0.0,0.0,0.0,0.0,0.0,0 / 5,0 / 9,0 / 14,0.5,0.5,0.5882352941176471,0.14084507042253522,0.1,0.1,0.0,0.0,0.07142857142857142,0 / 5,0 / 9,1 / 14,0.5,0.5,0.5882352941176471,0.14084507042253522,0.1,0.1,0.0,0.1111111111111111,0.07142857142857142,0 / 5,1 / 9,1 / 14,0.5,0.5,0.5882352941176471,0.14084507042253522,0.1,0.1,0.0,0.1111111111111111,0.07142857142857142,0 / 5,1 / 9,1 / 14
Overall,2.5409101623018877,1.1889090427284916,0.6493270918665887,0.4703475022725347,0.16168989161689892,0.03007866728366497,0.02657252888318357,0.03927893738140417,0.032952380952380955,207 / 7790,207 / 5270,519 / 15750,2.0462218226980795,0.9541089589591194,0.6493270918665887,0.4703475022725347,0.22134565443567877,0.15076931975937066,0.0331193838254172,0.04990512333965844,0.04374603174603175,258 / 7790,263 / 5270,689 / 15750,1.9238975833071585,1.0016613127162672,0.6493270918665887,0.4703475022725347,0.260324248158798,0.16277186487737158,0.0331193838254172,0.04990512333965844,0.05263492063492063,258 / 7790,263 / 5270,829 / 15750,2.519658131480668,0.9905539947251851,0.6493270918665887,0.4703475022725347,0.25632644367437557,0.15765270708005552,0.03876765083440308,0.059582542694497156,0.05073015873015873,302 / 7790,314 / 5270,799 / 15750,2.3653763155105985,1.0075908812312635,0.6493270918665887,0.4703475022725347,0.27989546724339914,0.1684694585839889,0.03876765083440308,0.059582542694497156,0.05828571428571429,302 / 7790,314 / 5270,918 / 15750
